compound0,compound1,similarity
DB00542,DB13501,0.5369
DB00542,DB00726,0.5166
DB00542,DB00722,0.5089
DB00542,DB00691,0.5957
DB00542,DB00813,0.5342
DB00542,DB06274,0.5143
DB00163,DB14001,0.8449
DB00163,DB01022,0.5714
DB08910,DB00480,0.7778
DB00439,DB01095,0.6744
DB04838,DB11181,0.6964
DB04838,DB00424,0.5913
DB04838,DB00852,0.5
DB04838,DB01364,0.5
DB04838,DB00747,0.5593
DB04838,DB06701,0.5385
DB04838,DB11201,0.5273
DB00237,DB01174,0.5581
DB00237,DB00306,0.8395
DB00237,DB01353,0.6835
DB00237,DB00241,0.642
DB00237,DB00474,0.5169
DB00237,DB00312,0.8889
DB01158,DB14006,0.5063
DB00485,DB00319,0.5475
DB00485,DB01602,0.5
DB00485,DB00713,0.8228
DB00485,DB00739,0.5195
DB00485,DB01061,0.5562
DB00485,DB00948,0.5393
DB00485,DB01607,0.5946
DB11614,DB00719,0.6928
DB11614,DB06766,0.5032
DB11614,DB06153,0.5333
DB01240,DB00770,0.6906
DB01240,DB00917,0.7338
DB11823,DB01221,1.0
DB01050,DB01168,0.5476
DB01050,DB00187,0.5102
DB01050,DB00870,0.5778
DB01050,DB00821,0.5161
DB01050,DB09213,1.0
DB01050,DB00181,0.5128
DB01050,DB00335,0.5217
DB01050,DB00489,0.5227
DB06780,DB00253,0.6014
DB06780,DB00741,0.6301
DB06780,DB06710,0.7059
DB06780,DB06412,0.5106
DB06780,DB01380,0.7273
DB06780,DB13952,0.5143
DB06780,DB13944,0.7516
DB06780,DB01420,0.8138
DB06780,DB14649,0.519
DB06780,DB00700,0.5283
DB06780,DB12499,0.7226
DB06780,DB00351,0.5828
DB06780,DB09124,0.5455
DB06780,DB00378,0.6763
DB06780,DB14543,0.6199
DB06780,DB00421,0.6026
DB06780,DB14596,0.5031
DB06780,DB01708,0.5522
DB06780,DB00717,0.5255
DB06780,DB00603,0.6358
DB06780,DB13943,0.7205
DB06780,DB15566,0.5974
DB06780,DB00894,0.5255
DB06780,DB14583,0.5772
DB06780,DB01185,0.5429
DB06780,DB00769,0.631
DB12455,DB00256,0.5545
DB12455,DB12329,0.7042
DB12455,DB00595,0.5759
DB12455,DB09093,0.6492
DB01104,DB00934,0.521
DB09123,DB06710,0.5238
DB09123,DB11619,0.6462
DB09123,DB00717,0.5669
DB09123,DB00294,0.5152
DB09123,DB09371,0.5354
DB13170,DB09099,0.5202
DB13170,DB00626,0.6003
DB01078,DB00511,0.7895
DB01078,DB01396,0.8263
DB01078,DB00390,0.8929
DB01031,DB00996,0.5455
DB08901,DB00619,0.6393
DB01091,DB00354,0.586
DB01091,DB00476,0.5231
DB01091,DB00525,0.5344
DB01091,DB08903,0.5057
DB01232,DB01601,0.5075
DB01232,DB00220,0.696
DB01232,DB01072,0.5324
DB00253,DB00741,0.6187
DB00253,DB06710,0.5271
DB00253,DB01380,0.517
DB00253,DB00846,0.6447
DB00253,DB13944,0.5333
DB00253,DB01420,0.5797
DB00253,DB12499,0.5
DB00253,DB00351,0.5139
DB00253,DB09124,0.5441
DB00253,DB00378,0.6667
DB00253,DB14543,0.5488
DB00253,DB00324,0.5286
DB00253,DB00860,0.518
DB00253,DB00603,0.6528
DB00253,DB13943,0.5195
DB00253,DB15566,0.517
DB00253,DB00959,0.5957
DB00253,DB00769,0.559
DB00428,DB09121,0.5679
DB08818,DB00452,0.5354
DB08818,DB00569,0.533
DB00381,DB09236,0.6145
DB00381,DB00622,0.5632
DB00381,DB06712,0.5263
DB00381,DB00270,0.5563
DB00381,DB01023,0.7361
DB00381,DB00393,0.5443
DB00381,DB00401,0.6447
DB11590,DB14006,0.5679
DB11590,DB00936,0.5312
DB01168,DB09213,0.5476
DB01168,DB00335,0.5
DB01413,DB00438,0.6911
DB01413,DB00267,0.7182
DB01413,DB00229,0.5217
DB01413,DB01416,0.7831
DB01413,DB09050,0.5403
DB01413,DB01112,0.5799
DB01413,DB14879,0.6991
DB00555,DB00205,0.5055
DB00153,DB01436,0.6875
DB00153,DB01070,0.85
DB01087,DB00608,0.5172
DB00243,DB01002,0.5034
DB00243,DB00874,0.5354
DB00243,DB00423,0.5481
DB00243,DB00296,0.5
DB01029,DB00177,0.6522
DB01029,DB00275,0.5882
DB12783,DB01235,0.5176
DB00937,DB03793,0.6061
DB00937,DB00750,0.5176
DB00937,DB00292,0.5
DB00937,DB11587,0.5823
DB00937,DB01037,0.525
DB00937,DB01577,0.5278
DB00937,DB00392,0.5385
DB00937,DB08918,0.5714
DB00937,DB01600,0.5055
DB00937,DB01576,0.5217
DB00937,DB14754,0.5
DB00132,DB00159,0.7667
DB00132,DB03017,0.625
DB00166,DB02530,0.5
DB00438,DB00267,0.6495
DB00438,DB00229,0.5076
DB00438,DB00456,0.5402
DB00438,DB01416,0.7039
DB00438,DB09050,0.6696
DB00438,DB01139,0.5111
DB00438,DB00567,0.5238
DB00438,DB01112,0.5824
DB00438,DB00689,0.5698
DB00438,DB14879,0.6946
DB00996,DB08872,0.5895
DB09552,DB06691,0.503
DB09552,DB01718,0.638
DB09552,DB11235,0.6228
DB00627,DB09220,0.597
DB00627,DB03793,0.64
DB00627,DB02701,0.8
DB00627,DB01011,0.5479
DB00627,DB02362,0.5385
DB00627,DB00936,0.5
DB14518,DB09409,0.6957
DB14518,DB13996,0.7619
DB00636,DB09064,0.6
DB00636,DB01039,0.6486
DB01625,DB12278,0.5638
DB01625,DB11584,0.5385
DB01625,DB00496,0.5212
DB01625,DB00192,0.5
DB01625,DB00771,0.5342
DB01625,DB00925,0.5
DB01625,DB01075,0.5238
DB01625,DB00333,0.7259
DB00388,DB00368,0.5231
DB00388,DB01064,0.5753
DB00388,DB00610,0.7077
DB00388,DB00668,0.7353
DB00388,DB13139,0.5385
DB12245,DB08604,0.5283
DB00946,DB00682,0.896
DB00946,DB00289,0.5565
DB00946,DB00812,0.5079
DB00946,DB09214,0.5133
DB00946,DB01173,0.547
DB00946,DB13501,0.5289
DB00946,DB00252,0.5043
DB00946,DB01075,0.5391
DB00946,DB07776,0.6727
DB00946,DB01036,0.5079
DB00946,DB00991,0.5323
DB00946,DB11071,0.5472
DB01237,DB04832,0.5405
DB01237,DB00289,0.5536
DB01237,DB00472,0.5378
DB01237,DB00321,0.5085
DB01237,DB00458,0.5085
DB01237,DB01173,0.7719
DB01237,DB09555,0.5038
DB01237,DB06691,0.5128
DB01237,DB00675,0.5362
DB01237,DB00405,0.7027
DB01237,DB00835,0.7027
DB01237,DB00985,0.6309
DB01237,DB00341,0.5185
DB01237,DB09167,0.5085
DB01237,DB01075,0.8214
DB01237,DB08903,0.5276
DB01237,DB01036,0.5041
DB01237,DB00539,0.5248
DB01237,DB01146,0.521
DB01237,DB08936,0.5424
DB14642,DB00035,0.9042
DB14642,DB02638,0.9016
DB14642,DB11653,0.6098
DB14642,DB09099,0.5681
DB14642,DB13985,0.6195
DB14642,DB06791,0.6283
DB14642,DB00626,0.5895
DB01002,DB00961,0.8257
DB01002,DB00281,0.6095
DB01002,DB00296,0.9391
DB00315,DB01065,0.537
DB00315,DB00669,0.713
DB01587,DB01215,0.5185
DB01587,DB00404,0.5401
DB01587,DB00683,0.5036
DB01587,DB00349,0.6667
DB01587,DB05246,0.5439
DB01587,DB00231,0.5758
DB01587,DB01544,0.5109
DB01419,DB02266,0.5172
DB01419,DB09195,0.5025
DB01419,DB09048,0.5478
DB01198,DB00402,1.0
DB00469,DB06725,0.8387
DB00635,DB00741,0.6761
DB00635,DB00663,0.527
DB00635,DB06710,0.5303
DB00635,DB01380,0.7067
DB00635,DB14649,0.5584
DB00635,DB01410,0.5333
DB00635,DB01130,0.6108
DB00635,DB12499,0.5695
DB00635,DB00240,0.589
DB00635,DB13158,0.6164
DB00635,DB14596,0.6289
DB00635,DB00324,0.5594
DB00635,DB00620,0.6164
DB00635,DB01234,0.6164
DB00635,DB01260,0.6405
DB00635,DB00860,0.831
DB00635,DB15566,0.7467
DB00635,DB00959,0.7083
DB00635,DB00894,0.6617
DB00635,DB00990,0.5909
DB00635,DB01222,0.6242
DB00635,DB00769,0.5488
DB00228,DB01189,0.625
DB14499,DB14530,0.8696
DB00574,DB01577,0.5135
DB00774,DB00999,0.8041
DB00161,DB00230,0.5106
DB00161,DB00156,0.7368
DB00161,DB00151,0.5
DB08869,DB01284,0.5799
DB08869,DB13928,0.7157
DB01177,DB00445,0.8333
DB01177,DB00694,0.8856
DB12278,DB11584,0.5985
DB12278,DB00496,0.5581
DB12278,DB00950,0.5683
DB12278,DB00771,0.6405
DB12278,DB00245,0.5479
DB12278,DB00812,0.5
DB12278,DB01075,0.5113
DB12278,DB00813,0.596
DB12278,DB01081,0.565
DB12278,DB00561,0.5125
DB12278,DB01146,0.6857
DB12278,DB00333,0.6056
DB00619,DB00354,0.5076
DB11591,DB00637,0.6091
DB11591,DB00950,0.5743
DB11591,DB04890,0.5029
DB11591,DB00913,0.5581
DB11591,DB00341,0.5029
DB11591,DB00813,0.5412
DB09510,DB03904,1.0
DB09510,DB01005,0.5263
DB00861,DB01399,0.5098
DB00861,DB11221,0.5051
DB00861,DB00936,0.5263
DB09220,DB02701,0.597
DB00819,DB00703,0.5714
DB03793,DB00752,0.5283
DB03793,DB00852,0.5172
DB03793,DB01577,0.5
DB03793,DB00191,0.5091
DB03793,DB09214,0.5641
DB03793,DB02362,0.6154
DB03793,DB01364,0.5172
DB03793,DB00780,0.5185
DB03793,DB00465,0.557
DB03793,DB01600,0.5867
DB03793,DB01576,0.5283
DB03793,DB00784,0.5067
DB03793,DB00936,0.6538
DB03793,DB00397,0.5455
DB03793,DB14754,0.5312
DB03793,DB11071,0.507
DB00947,DB00783,0.5497
DB05812,DB01708,0.7164
DB00529,DB04160,0.5
DB00354,DB09238,0.553
DB00354,DB00950,0.5361
DB00354,DB04841,0.6893
DB00354,DB00341,0.7066
DB00354,DB08936,0.7467
DB01238,DB14185,0.7097
DB01238,DB01166,0.5509
DB01238,DB06016,0.5542
DB01238,DB00246,0.5917
DB01238,DB00433,0.5125
DB01127,DB01110,0.8429
DB01127,DB08604,0.5172
DB08828,DB11155,0.5156
DB08828,DB06212,0.5333
DB08828,DB01628,0.5352
DB08828,DB00533,0.5109
DB00963,DB00870,0.5524
DB00963,DB00328,0.5323
DB00963,DB09214,0.5
DB00963,DB06736,0.521
DB00802,DB00708,0.7485
DB00802,DB00813,0.5063
DB00802,DB00899,0.65
DB08995,DB01698,0.8
DB08995,DB13155,0.5435
DB08995,DB04703,0.8305
DB00741,DB06710,0.697
DB00741,DB01380,0.72
DB00741,DB00846,0.6323
DB00741,DB13944,0.6013
DB00741,DB01420,0.6525
DB00741,DB00700,0.5419
DB00741,DB01410,0.5111
DB00741,DB01130,0.5629
DB00741,DB12499,0.702
DB00741,DB00351,0.517
DB00741,DB09124,0.5468
DB00741,DB00378,0.5481
DB00741,DB14543,0.7186
DB00741,DB00240,0.5616
DB00741,DB00421,0.5658
DB00741,DB14596,0.5786
DB00741,DB01708,0.5231
DB00741,DB00324,0.5175
DB00741,DB00620,0.5616
DB00741,DB01234,0.5616
DB00741,DB01260,0.6013
DB00741,DB00860,0.8169
DB00741,DB00717,0.5564
DB00741,DB00603,0.5714
DB00741,DB13943,0.586
DB00741,DB15566,0.7067
DB00741,DB00959,0.7083
DB00741,DB01185,0.6324
DB00741,DB01222,0.586
DB00741,DB00769,0.8049
DB00187,DB09213,0.5102
DB00187,DB13346,0.5631
DB00187,DB01193,0.6016
DB00187,DB00335,0.8182
DB00187,DB13781,0.5197
DB00187,DB00489,0.5094
DB00187,DB00612,0.7377
DB00187,DB09351,0.7667
DB00263,DB00664,0.6471
DB00263,DB08439,0.5082
DB00263,DB01299,0.6542
DB00263,DB00250,0.5417
DB00263,DB00259,0.6154
DB00263,DB06821,0.6471
DB00263,DB01015,0.7708
DB00263,DB01298,0.6346
DB00663,DB00846,0.5466
DB00663,DB06781,0.6897
DB00663,DB13867,0.8917
DB00663,DB14649,0.75
DB00663,DB00838,0.7237
DB00663,DB00240,0.7105
DB00663,DB13158,0.6579
DB00663,DB00324,0.7383
DB00663,DB00620,0.7763
DB00663,DB00596,0.9351
DB00663,DB01234,0.8553
DB00663,DB01260,0.566
DB00663,DB00860,0.5811
DB00663,DB15566,0.5128
DB00663,DB00959,0.6533
DB00663,DB01222,0.5399
DB00663,DB00588,0.7738
DB00663,DB00591,0.8221
DB06710,DB06412,0.6929
DB06710,DB01380,0.6714
DB06710,DB13944,0.6713
DB06710,DB01420,0.7328
DB06710,DB00700,0.5379
DB06710,DB12499,0.7801
DB06710,DB00351,0.5839
DB06710,DB09124,0.6357
DB06710,DB00378,0.576
DB06710,DB14543,0.586
DB06710,DB00421,0.6479
DB06710,DB01708,0.6167
DB06710,DB00860,0.5303
DB06710,DB00717,0.6341
DB06710,DB01108,0.5
DB06710,DB06718,0.6667
DB06710,DB00603,0.6423
DB06710,DB13943,0.6395
DB06710,DB15566,0.5143
DB06710,DB00894,0.5691
DB06710,DB00294,0.5156
DB06710,DB14583,0.5185
DB06710,DB01185,0.7302
DB06710,DB09371,0.5691
DB06710,DB00769,0.6104
DB00699,DB00247,0.5217
DB00368,DB01064,0.75
DB00368,DB00668,0.806
DB00368,DB00221,0.6494
DB00368,DB06814,0.54
DB00368,DB06707,0.7576
DB00368,DB13139,0.5714
DB00368,DB01235,0.6377
DB14489,DB14491,0.5238
DB14489,DB13996,0.5263
DB03904,DB01005,0.5263
DB01174,DB00306,0.5169
DB01174,DB01353,0.5517
DB01174,DB00252,0.6078
DB01174,DB00532,0.6374
DB01174,DB00312,0.5393
DB01174,DB05246,0.5682
DB06637,DB00951,0.625
DB01133,DB13154,0.5152
DB01325,DB00999,0.6022
DB08880,DB01097,0.6471
DB08880,DB02266,0.5143
DB08880,DB00316,0.55
DB04832,DB00427,0.5
DB04832,DB01011,0.5098
DB04832,DB00405,0.5926
DB04832,DB00835,0.5926
DB01333,DB00456,0.5652
DB01333,DB01416,0.5315
DB01333,DB01328,0.5031
DB01333,DB00447,0.5758
DB01333,DB01139,0.5417
DB01333,DB00567,0.7727
DB01333,DB01112,0.5479
DB01333,DB00689,0.6434
DB01333,DB01140,0.7612
DB06412,DB01420,0.5294
DB06412,DB12499,0.5205
DB06412,DB01708,0.528
DB06412,DB00717,0.5312
DB06412,DB01108,0.5714
DB06412,DB06718,0.791
DB06412,DB01185,0.5649
DB06412,DB09371,0.5
DB08883,DB01138,0.5399
DB08883,DB07776,0.5116
DB01064,DB00668,0.8267
DB01064,DB00221,0.7529
DB01064,DB06814,0.6481
DB01064,DB00598,0.5421
DB01064,DB01288,0.5347
DB01064,DB06707,0.7297
DB01064,DB13139,0.6353
DB01064,DB01235,0.5455
DB01064,DB00489,0.6136
DB00540,DB00289,0.5439
DB00540,DB01619,0.5254
DB00540,DB00719,0.5484
DB00540,DB00321,0.8667
DB00540,DB00192,0.5323
DB00540,DB01151,0.7119
DB00540,DB00458,0.6167
DB00540,DB00934,0.562
DB00540,DB06148,0.5254
DB00540,DB00726,0.6066
DB00540,DB09167,0.7
DB00540,DB00751,0.5391
DB00540,DB01239,0.5378
DB00540,DB01242,0.5246
DB00507,DB01399,0.5045
DB00292,DB11587,0.5169
DB00292,DB00454,0.5098
DB00292,DB00852,0.5
DB00292,DB01364,0.5
DB03247,DB03147,0.7018
DB11587,DB01037,0.5714
DB11587,DB00852,0.7324
DB11587,DB01577,0.5507
DB11587,DB00191,0.5
DB11587,DB01173,0.5053
DB11587,DB01364,0.7324
DB11587,DB01036,0.5
DB11587,DB01576,0.5455
DB11587,DB01626,0.5
DB11587,DB00397,0.7353
DB00682,DB00289,0.5333
DB00682,DB09214,0.5424
DB00682,DB01173,0.5246
DB00682,DB13501,0.5397
DB00682,DB00252,0.5
DB00682,DB01399,0.5085
DB00682,DB01075,0.5167
DB00682,DB07776,0.6435
DB00682,DB00991,0.5426
DB00682,DB11071,0.5586
DB01698,DB13155,0.5246
DB01698,DB04703,0.7234
DB04348,DB01586,0.7326
DB04348,DB05990,0.6328
DB04348,DB06777,0.7326
DB05039,DB01366,0.5899
DB00610,DB00723,0.5278
DB00610,DB00852,0.5231
DB00610,DB01364,0.5231
DB00610,DB06707,0.7273
DB00610,DB00397,0.7097
DB00470,DB00486,0.6667
DB00470,DB09061,0.7402
DB02701,DB01011,0.5479
DB02701,DB00951,0.5283
DB00289,DB00472,0.7179
DB00289,DB00852,0.5
DB00289,DB00192,0.5
DB00289,DB01151,0.5439
DB00289,DB00476,0.6838
DB00289,DB00245,0.5041
DB00289,DB09214,0.5
DB00289,DB00934,0.5299
DB00289,DB01173,0.6786
DB00289,DB01364,0.5
DB00289,DB13501,0.5
DB00289,DB00925,0.5172
DB00289,DB01075,0.6182
DB00289,DB01036,0.5124
DB00289,DB01146,0.5299
DB00289,DB00333,0.5042
DB00289,DB11071,0.5347
DB00035,DB02638,0.85
DB00035,DB06788,0.5041
DB00035,DB11653,0.6344
DB00035,DB09099,0.5229
DB00035,DB13985,0.5909
DB00035,DB06791,0.5857
DB00035,DB00666,0.5347
DB00035,DB00626,0.5649
DB01138,DB00812,0.7733
DB01138,DB03585,0.6842
DB01138,DB01081,0.5027
DB14006,DB11079,0.551
DB14006,DB01401,0.6154
DB14006,DB11201,0.5051
DB14006,DB11221,0.5106
DB14006,DB11323,0.675
DB14006,DB00936,0.6479
DB09342,DB01161,0.8037
DB09342,DB00807,0.8448
DB09342,DB00527,0.5736
DB09342,DB01035,0.5714
DB09342,DB09085,0.5045
DB00365,DB06771,0.6069
DB00365,DB00218,0.6184
DB00365,DB00467,0.5333
DB00365,DB01059,0.5778
DB00365,DB01165,0.5594
DB00365,DB01208,0.6712
DB00365,DB00487,0.5401
DB00752,DB04821,0.5
DB00752,DB00191,0.5172
DB00752,DB00780,0.5263
DB00752,DB01576,0.5357
DB00752,DB00397,0.5172
DB01039,DB00328,0.5401
DB00306,DB01353,0.6098
DB00306,DB00241,0.7619
DB00306,DB00474,0.6304
DB00306,DB00312,0.7381
DB01586,DB05990,0.8428
DB01586,DB06777,1.0
DB03128,DB06756,0.5455
DB05990,DB06777,0.8428
DB13074,DB00183,0.5484
DB00541,DB11641,0.8313
DB00541,DB00309,0.8634
DB00541,DB00570,0.955
DB01037,DB00852,0.5
DB01037,DB01577,0.6857
DB01037,DB00191,0.5797
DB01037,DB01364,0.5
DB01037,DB00780,0.5588
DB01037,DB01255,0.5217
DB01037,DB00217,0.5263
DB01037,DB01576,0.6866
DB01037,DB01626,0.7671
DB01037,DB14754,0.5641
DB00256,DB12329,0.5471
DB00256,DB00595,0.6965
DB00256,DB09093,0.7065
DB00811,DB00631,0.5149
DB00811,DB00131,0.5138
DB00811,DB09121,0.5
DB00811,DB01073,0.6139
DB01337,DB01338,0.7265
DB01337,DB00728,0.6547
DB06292,DB13155,0.5278
DB06292,DB09038,0.8434
DB01161,DB00807,0.6916
DB01161,DB00527,0.5167
DB01161,DB01035,0.625
DB01161,DB00281,0.5053
DB01353,DB00241,0.6585
DB01353,DB00312,0.7073
DB00668,DB00221,0.675
DB00668,DB06814,0.6019
DB00668,DB00449,0.5
DB00668,DB06707,0.7246
DB00668,DB13139,0.65
DB00668,DB01235,0.5833
DB01380,DB13944,0.5839
DB01380,DB06781,0.5
DB01380,DB01420,0.6309
DB01380,DB14649,0.5556
DB01380,DB00700,0.5399
DB01380,DB01130,0.5486
DB01380,DB12499,0.6918
DB01380,DB00351,0.5935
DB01380,DB09124,0.5578
DB01380,DB00378,0.5315
DB01380,DB14543,0.6743
DB01380,DB00421,0.5875
DB01380,DB14596,0.5269
DB01380,DB00860,0.5733
DB01380,DB00717,0.5106
DB01380,DB00603,0.6194
DB01380,DB13943,0.5576
DB01380,DB15566,0.7089
DB01380,DB00959,0.5
DB01380,DB14583,0.5621
DB01380,DB01185,0.5694
DB01380,DB00769,0.7326
DB00430,DB00267,0.6411
DB00430,DB00229,0.5755
DB00430,DB01328,0.6542
DB00430,DB01139,0.5333
DB00430,DB00567,0.5246
DB00430,DB00689,0.5567
DB00430,DB00274,0.52
DB00430,DB01140,0.627
DB01199,DB01336,0.7955
DB01199,DB00416,0.7895
DB00695,DB00808,0.5041
DB01338,DB00728,0.6432
DB00267,DB00229,0.7487
DB00267,DB00456,0.5488
DB00267,DB01416,0.8284
DB00267,DB01328,0.6032
DB00267,DB09050,0.5421
DB00267,DB01139,0.5412
DB00267,DB01112,0.6279
DB00267,DB00689,0.5207
DB00267,DB00274,0.6171
DB00267,DB14879,0.559
DB00783,DB13952,0.8361
DB00783,DB13955,0.5625
DB00783,DB13954,0.7234
DB00783,DB13953,0.7391
DB00783,DB04575,0.6222
DB00783,DB04574,0.6452
DB00783,DB01196,0.7338
DB00783,DB00655,0.7895
DB00783,DB01108,0.5484
DB11273,DB00696,0.6245
DB11273,DB11275,0.9524
DB01065,DB00461,0.5625
DB01065,DB00669,0.5825
DB01065,DB00211,0.5155
DB01065,DB02959,0.5652
DB04115,DB01179,0.5316
DB04115,DB06174,0.5443
DB11943,DB06771,0.5974
DB11943,DB00218,0.5217
DB11943,DB00467,0.5139
DB11943,DB01165,0.5132
DB11943,DB01208,0.5032
DB00229,DB00456,0.5749
DB00229,DB01416,0.6163
DB00229,DB01328,0.6354
DB00229,DB01139,0.5434
DB00229,DB00274,0.5618
DB13952,DB13955,0.6548
DB13952,DB01420,0.5037
DB13952,DB13954,0.6711
DB13952,DB13953,0.8219
DB13952,DB04575,0.6434
DB13952,DB04574,0.6818
DB13952,DB01196,0.8163
DB13952,DB00655,0.6721
DB13952,DB01108,0.5
DB00562,DB00999,0.547
DB13154,DB00181,0.5667
DB13154,DB00316,0.6154
DB13154,DB09526,0.7273
DB12267,DB12141,0.5677
DB01336,DB00416,0.9927
DB12107,DB00456,0.5312
DB01083,DB01718,0.5325
DB08873,DB05521,0.5086
DB09238,DB00622,0.7289
DB09238,DB04841,0.5093
DB09238,DB06712,0.5714
DB09238,DB01023,0.5026
DB09238,DB00341,0.5825
DB09238,DB00393,0.6316
DB09238,DB08936,0.5079
DB09238,DB00401,0.5714
DB11855,DB00813,0.5
DB11181,DB00424,0.8889
DB11181,DB00245,0.704
DB11181,DB00747,0.65
DB11181,DB06701,0.566
DB11181,DB11201,0.5
DB11181,DB01146,0.5042
DB00424,DB00245,0.6875
DB00424,DB00747,0.7642
DB00424,DB06701,0.5505
DB00670,DB00719,0.5429
DB00670,DB00370,0.5672
DB00670,DB00433,0.5676
DB00670,DB01623,0.5375
DB00670,DB08936,0.5
DB01616,DB00812,0.5312
DB01616,DB01173,0.5042
DB01616,DB00925,0.6179
DB01616,DB01075,0.5641
DB01616,DB00813,0.5778
DB01616,DB00333,0.5238
DB01616,DB00882,0.5342
DB09236,DB00622,0.5376
DB09236,DB00270,0.5521
DB09236,DB01023,0.6538
DB09236,DB00393,0.5765
DB09236,DB00401,0.6463
DB00427,DB09488,0.7737
DB00128,DB00174,0.7727
DB00128,DB00129,0.5333
DB00128,DB00142,0.766
DB00128,DB00151,0.6154
DB00128,DB00123,0.5
DB00128,DB00138,0.5862
DB11584,DB00496,0.5359
DB11584,DB00950,0.561
DB11584,DB00771,0.6418
DB11584,DB00245,0.5354
DB11584,DB06701,0.5185
DB11584,DB00252,0.5088
DB11584,DB00813,0.5152
DB11584,DB01146,0.562
DB11584,DB00333,0.5691
DB14491,DB13996,0.5263
DB09409,DB13996,0.8947
DB11496,DB00730,0.507
DB00846,DB01410,0.5285
DB00846,DB12499,0.5
DB00846,DB00838,0.5157
DB00846,DB14543,0.5222
DB00846,DB00240,0.5283
DB00846,DB00596,0.5093
DB00846,DB01234,0.5031
DB00846,DB01260,0.7711
DB00846,DB00860,0.5548
DB00846,DB00603,0.5
DB00846,DB15566,0.5031
DB00846,DB00959,0.586
DB00846,DB01222,0.6353
DB00846,DB00769,0.5424
DB00846,DB00591,0.7294
DB00221,DB06814,0.5133
DB00221,DB06707,0.7342
DB00221,DB01366,0.6667
DB00221,DB13139,0.5333
DB00221,DB01235,0.5122
DB00494,DB00323,0.5179
DB00511,DB01396,0.9355
DB00511,DB00390,0.8654
DB11079,DB11323,0.6
DB11079,DB00936,0.6667
DB01215,DB00404,0.8254
DB01215,DB00683,0.6406
DB01215,DB00690,0.5652
DB01215,DB00349,0.562
DB01215,DB07776,0.5
DB01215,DB00231,0.6942
DB01215,DB01589,0.5954
DB01215,DB01544,0.5238
DB01215,DB01595,0.6066
DB06800,DB00327,0.6316
DB06800,DB00704,0.8056
DB06800,DB06230,0.7222
DB00454,DB08918,0.5149
DB00454,DB00913,0.7143
DB00454,DB00532,0.5263
DB00454,DB01081,0.6
DB00454,DB00899,0.5238
DB00454,DB05246,0.5217
DB00877,DB01590,0.9477
DB00174,DB00129,0.5778
DB00174,DB00142,0.6383
DB00174,DB00151,0.6154
DB00174,DB00123,0.5417
DB00174,DB00138,0.5517
DB00637,DB04841,0.5
DB00637,DB06202,0.5
DB00637,DB00913,0.5029
DB00637,DB00813,0.5087
DB00637,DB06401,0.5446
DB01006,DB11633,0.5132
DB00319,DB01602,0.6486
DB00319,DB00447,0.5122
DB00319,DB00713,0.64
DB00319,DB00567,0.5488
DB00319,DB00739,0.5731
DB00319,DB00689,0.56
DB00319,DB01061,0.8495
DB00319,DB00948,0.8615
DB00319,DB01607,0.6182
DB00723,DB00211,0.6966
DB00723,DB06707,0.5405
DB06771,DB00218,0.7226
DB06771,DB00467,0.5217
DB06771,DB01059,0.5217
DB06771,DB01165,0.6164
DB06771,DB01208,0.5906
DB06771,DB00487,0.5143
DB04839,DB12499,0.5409
DB04839,DB00351,0.7613
DB04839,DB09124,0.6122
DB04839,DB00603,0.6968
DB04839,DB14583,0.549
DB00472,DB00476,0.5968
DB00472,DB01173,0.5042
DB00472,DB02266,0.5299
DB00964,DB00697,0.6292
DB00964,DB00484,0.5
DB01559,DB00683,0.528
DB01559,DB00690,0.5926
DB01559,DB01589,0.5156
DB01559,DB01544,0.6179
DB00496,DB00950,0.603
DB00496,DB00771,0.5325
DB00496,DB00913,0.5089
DB00496,DB00813,0.5749
DB00496,DB01081,0.5596
DB00496,DB00561,0.5114
DB00496,DB00333,0.5063
DB01120,DB00839,0.7603
DB01171,DB00502,0.5397
DB01171,DB01035,0.5051
DB01171,DB09345,0.5439
DB01171,DB00680,0.5036
DB01171,DB00805,0.547
DB01171,DB13781,0.5289
DB00961,DB00281,0.5833
DB00961,DB00296,0.8491
DB02638,DB11653,0.5824
DB02638,DB09099,0.5921
DB02638,DB13985,0.6226
DB02638,DB06791,0.6044
DB02638,DB00626,0.6024
DB06787,DB00942,0.7656
DB06787,DB00376,0.7481
DB06787,DB00383,0.6377
DB00875,DB00508,0.5882
DB00875,DB01224,0.6145
DB00875,DB01239,0.6027
DB00875,DB00433,0.5912
DB00875,DB01623,0.7135
DB00664,DB01299,0.7928
DB00664,DB00250,0.56
DB00664,DB00259,0.5854
DB00664,DB06821,0.7736
DB00664,DB01015,0.68
DB00664,DB01298,0.6481
DB00343,DB01228,0.5
DB00343,DB00508,0.527
DB00343,DB01069,0.5072
DB00343,DB06691,0.539
DB00343,DB01125,0.5778
DB00343,DB00477,0.5532
DB00870,DB00821,0.5243
DB00870,DB09214,0.6602
DB00870,DB09213,0.5778
DB00870,DB00465,0.5
DB00870,DB01600,0.7
DB00770,DB03017,0.6111
DB00770,DB00917,0.8261
DB01619,DB00719,0.5161
DB01619,DB00321,0.5167
DB01619,DB04821,0.6486
DB01619,DB00245,0.5039
DB01619,DB06148,0.5932
DB01619,DB00751,0.5391
DB01619,DB00370,0.5085
DB01619,DB07776,0.5138
DB01619,DB01146,0.562
DB01619,DB00902,0.5455
DB01619,DB08936,0.5
DB13955,DB13944,0.6486
