,compound_1,compound_2,label
18056,DB11181,DB00245,0.7040000000000001
18057,DB11181,DB00747,0.65
18058,DB11181,DB06701,0.5660000000000001
18059,DB11181,DB11201,0.5
18060,DB11181,DB01146,0.5042
18061,DB00424,DB00245,0.6875
18062,DB00424,DB00747,0.7642
18063,DB00424,DB06701,0.5505
18064,DB00670,DB00719,0.5429
18065,DB00670,DB00370,0.5672
18066,DB00670,DB00433,0.5676
18067,DB00670,DB01623,0.5375
18068,DB00670,DB08936,0.5
18069,DB01616,DB00812,0.5312
18070,DB01616,DB01173,0.5042
18071,DB01616,DB00925,0.6179
18072,DB01616,DB01075,0.5641
18073,DB01616,DB00813,0.5778
18074,DB01616,DB00333,0.5238
18075,DB01616,DB00882,0.5342
18076,DB09236,DB00622,0.5376
18077,DB09236,DB00270,0.5521
18078,DB09236,DB01023,0.6538
18079,DB09236,DB00393,0.5765
18080,DB09236,DB00401,0.6463
18081,DB00427,DB09488,0.7737
18082,DB00128,DB00174,0.7727
18083,DB00128,DB00129,0.5333
18084,DB00128,DB00142,0.7659999999999999
18085,DB00128,DB00151,0.6154
18086,DB00128,DB00123,0.5
18087,DB00128,DB00138,0.5862
18088,DB11584,DB00496,0.5359
18089,DB11584,DB00950,0.561
18090,DB11584,DB00771,0.6418
18091,DB11584,DB00245,0.5354
18092,DB11584,DB06701,0.5185
18093,DB11584,DB00252,0.5088
18094,DB11584,DB00813,0.5152
18095,DB11584,DB01146,0.562
18096,DB11584,DB00333,0.5691
18097,DB14491,DB13996,0.5263
18098,DB09409,DB13996,0.8947
18099,DB11496,DB00730,0.507
18100,DB00846,DB01410,0.5285
18101,DB00846,DB12499,0.5
18102,DB00846,DB00838,0.5157
18103,DB00846,DB14543,0.5222
18104,DB00846,DB00240,0.5283
18105,DB00846,DB00596,0.5093
18106,DB00846,DB01234,0.5031
18107,DB00846,DB01260,0.7711
18108,DB00846,DB00860,0.5548
18109,DB00846,DB00603,0.5
18110,DB00846,DB15566,0.5031
18111,DB00846,DB00959,0.586
18112,DB00846,DB01222,0.6353
18113,DB00846,DB00769,0.5424
18114,DB00846,DB00591,0.7294
18115,DB00221,DB06814,0.5133
18116,DB00221,DB06707,0.7342
18117,DB00221,DB01366,0.6667
18118,DB00221,DB13139,0.5333
18119,DB00221,DB01235,0.5122
18120,DB00494,DB00323,0.5179
18121,DB00511,DB01396,0.9355
18122,DB00511,DB00390,0.8654
18123,DB11079,DB11323,0.6
18124,DB11079,DB00936,0.6667
18125,DB01215,DB00404,0.8254
18126,DB01215,DB00683,0.6406
18127,DB01215,DB00690,0.5652
18128,DB01215,DB00349,0.562
18129,DB01215,DB07776,0.5
18130,DB01215,DB00231,0.6942
18131,DB01215,DB01589,0.5954
18132,DB01215,DB01544,0.5238
18133,DB01215,DB01595,0.6066
18134,DB06800,DB00327,0.6316
18135,DB06800,DB00704,0.8056
18136,DB06800,DB06230,0.7222
18137,DB00454,DB08918,0.5149
18138,DB00454,DB00913,0.7143
18139,DB00454,DB00532,0.5263
18140,DB00454,DB01081,0.6
18141,DB00454,DB00899,0.5238
18142,DB00454,DB05246,0.5217
18143,DB00877,DB01590,0.9477
18144,DB00174,DB00129,0.5778
18145,DB00174,DB00142,0.6383
18146,DB00174,DB00151,0.6154
18147,DB00174,DB00123,0.5417
18148,DB00174,DB00138,0.5517
18149,DB00637,DB04841,0.5
18150,DB00637,DB06202,0.5
18151,DB00637,DB00913,0.5029
18152,DB00637,DB00813,0.5087
18153,DB00637,DB06401,0.5446
18154,DB01006,DB11633,0.5132
18155,DB00319,DB01602,0.6486
18156,DB00319,DB00447,0.5122
18157,DB00319,DB00713,0.64
18158,DB00319,DB00567,0.5488
18159,DB00319,DB00739,0.5731
18160,DB00319,DB00689,0.56
18161,DB00319,DB01061,0.8495
18162,DB00319,DB00948,0.8615
18163,DB00319,DB01607,0.6182
18164,DB00723,DB00211,0.6966
18165,DB00723,DB06707,0.5405
18166,DB06771,DB00218,0.7226
18167,DB06771,DB00467,0.5217
18168,DB06771,DB01059,0.5217
18169,DB06771,DB01165,0.6164
18170,DB06771,DB01208,0.5906
18171,DB06771,DB00487,0.5143
18172,DB04839,DB12499,0.5409
18173,DB04839,DB00351,0.7613
18174,DB04839,DB09124,0.6122
18175,DB04839,DB00603,0.6968
18176,DB04839,DB14583,0.5489999999999999
18177,DB00472,DB00476,0.5968
18178,DB00472,DB01173,0.5042
18179,DB00472,DB02266,0.5299
18180,DB00964,DB00697,0.6292
18181,DB00964,DB00484,0.5
18182,DB01559,DB00683,0.528
18183,DB01559,DB00690,0.5926
18184,DB01559,DB01589,0.5156
18185,DB01559,DB01544,0.6179
18186,DB00496,DB00950,0.603
18187,DB00496,DB00771,0.5325
18188,DB00496,DB00913,0.5089
18189,DB00496,DB00813,0.5749
18190,DB00496,DB01081,0.5596
18191,DB00496,DB00561,0.5114
18192,DB00496,DB00333,0.5063
18193,DB01120,DB00839,0.7603
18194,DB01171,DB00502,0.5397
18195,DB01171,DB01035,0.5051
18196,DB01171,DB09345,0.5439
18197,DB01171,DB00680,0.5036
18198,DB01171,DB00805,0.547
18199,DB01171,DB13781,0.5289
18200,DB00961,DB00281,0.5833
18201,DB00961,DB00296,0.8491
18202,DB02638,DB11653,0.5824
18203,DB02638,DB09099,0.5921
18204,DB02638,DB13985,0.6226
18205,DB02638,DB06791,0.6044
18206,DB02638,DB00626,0.6024
18207,DB06787,DB00942,0.7656
18208,DB06787,DB00376,0.7481
18209,DB06787,DB00383,0.6377
18210,DB00875,DB00508,0.5882
18211,DB00875,DB01224,0.6145
18212,DB00875,DB01239,0.6027
18213,DB00875,DB00433,0.5912
18214,DB00875,DB01623,0.7135
18215,DB00664,DB01299,0.7928
18216,DB00664,DB00250,0.56
18217,DB00664,DB00259,0.5854
18218,DB00664,DB06821,0.7736
18219,DB00664,DB01015,0.68
18220,DB00664,DB01298,0.6481
18221,DB00343,DB01228,0.5
18222,DB00343,DB00508,0.527
18223,DB00343,DB01069,0.5072
18224,DB00343,DB06691,0.539
18225,DB00343,DB01125,0.5778
18226,DB00343,DB00477,0.5532
18227,DB00870,DB00821,0.5243
18228,DB00870,DB09214,0.6602
18229,DB00870,DB09213,0.5778
18230,DB00870,DB00465,0.5
18231,DB00870,DB01600,0.7
18232,DB00770,DB03017,0.6111
18233,DB00770,DB00917,0.8261
18234,DB01619,DB00719,0.5161
18235,DB01619,DB00321,0.5167
18236,DB01619,DB04821,0.6486
18237,DB01619,DB00245,0.5039
18238,DB01619,DB06148,0.5932
18239,DB01619,DB00751,0.5391
18240,DB01619,DB00370,0.5085
18241,DB01619,DB07776,0.5138
18242,DB01619,DB01146,0.562
18243,DB01619,DB00902,0.5455
18244,DB01619,DB08936,0.5
18245,DB13955,DB13944,0.6486
18246,DB13955,DB01420,0.5202
18247,DB13955,DB13954,0.6417
18248,DB13955,DB13953,0.5870000000000001
18249,DB13955,DB04574,0.5294
18250,DB13955,DB01196,0.627
18251,DB13955,DB00655,0.5
18252,DB00482,DB01628,0.5217
18253,DB13944,DB01420,0.8816
18254,DB13944,DB12499,0.6914
18255,DB13944,DB09124,0.5067
18256,DB13944,DB13954,0.5542
18257,DB13944,DB00378,0.589
18258,DB13944,DB14543,0.618
18259,DB13944,DB00421,0.5521
18260,DB13944,DB01708,0.5248
18261,DB13944,DB00717,0.5
18262,DB13944,DB00603,0.5443
18263,DB13944,DB13943,0.8095
18264,DB13944,DB00894,0.5
18265,DB13944,DB01185,0.517
18266,DB13944,DB00769,0.6057
18267,DB00631,DB00242,0.7963
18268,DB00631,DB00131,0.5763
18269,DB00631,DB00118,0.5271
18270,DB00631,DB01073,0.8
18271,DB06788,DB00183,0.5275
18272,DB06788,DB04931,0.7329
18273,DB06788,DB01284,0.5452
18274,DB06788,DB13985,0.5088
18275,DB06788,DB11842,0.6247
18276,DB06788,DB00666,0.8905
18277,DB06788,DB06785,0.6733
18278,DB11641,DB00309,0.7736
18279,DB11641,DB00570,0.8754
18280,DB00242,DB00131,0.5
18281,DB00242,DB13421,0.5489999999999999
18282,DB00242,DB00322,0.5657
18283,DB00242,DB01265,0.5657
18284,DB00242,DB00432,0.5283
18285,DB00242,DB01073,0.6852
18286,DB01228,DB01125,0.5116
18287,DB00719,DB00321,0.5397
18288,DB00719,DB01151,0.5
18289,DB00719,DB06766,0.7273
18290,DB00719,DB00920,0.6977
18291,DB00719,DB06148,0.5323
18292,DB00719,DB00370,0.6129
18293,DB00719,DB06153,0.7874
18294,DB00730,DB05351,0.5
18295,DB00218,DB00467,0.5241
18296,DB00218,DB01059,0.5241
18297,DB00218,DB01165,0.5882
18298,DB00218,DB01208,0.6154
18299,DB01436,DB01070,0.625
18300,DB06781,DB13867,0.6667
18301,DB06781,DB14649,0.7111
18302,DB06781,DB01130,0.6632
18303,DB06781,DB12499,0.5085
18304,DB06781,DB00838,0.5698
18305,DB06781,DB14543,0.6528
18306,DB06781,DB13158,0.5233
18307,DB06781,DB14596,0.573
18308,DB06781,DB00324,0.6982
18309,DB06781,DB00620,0.593
18310,DB06781,DB00596,0.6897
18311,DB06781,DB01234,0.6047
18312,DB06781,DB15566,0.6023
18313,DB06781,DB00959,0.5294
18314,DB06781,DB00588,0.7234
18315,DB06781,DB00591,0.6667
18316,DB00241,DB00474,0.5435
18317,DB00241,DB00312,0.619
18318,DB00456,DB01416,0.6309
18319,DB00456,DB01328,0.5444
18320,DB00456,DB01139,0.7867
18321,DB00456,DB00567,0.5942
18322,DB00456,DB01112,0.6974
18323,DB00456,DB00689,0.7651
18324,DB00456,DB01140,0.5714
18325,DB11660,DB08819,0.5759
18326,DB00419,DB00491,0.8312
18327,DB00696,DB11275,0.625
18328,DB00696,DB01253,0.6073
18329,DB00696,DB00247,0.5
18330,DB00852,DB01577,0.6562
18331,DB00852,DB00191,0.5079
18332,DB00852,DB01364,1.0
18333,DB00852,DB00217,0.5143
18334,DB00852,DB01576,0.5574
18335,DB00852,DB00397,0.7937
18336,DB01416,DB09050,0.5427
18337,DB01416,DB01139,0.5935
18338,DB01416,DB00567,0.5315
18339,DB01416,DB01112,0.7261
18340,DB01416,DB00689,0.5974
18341,DB01416,DB14879,0.5888
18342,DB01416,DB01140,0.5379
18343,DB00773,DB00444,0.9004
18344,DB00773,DB01179,0.7255
18345,DB00807,DB00527,0.5581
18346,DB00807,DB01035,0.5714
18347,DB00807,DB09085,0.5586
18348,DB00321,DB00192,0.5079
18349,DB00321,DB01151,0.6167
18350,DB00321,DB01069,0.5085
18351,DB00321,DB00458,0.7213
18352,DB00321,DB01173,0.5593
18353,DB00321,DB06148,0.5167
18354,DB00321,DB00726,0.6774
18355,DB00321,DB09167,0.8361
18356,DB00321,DB00751,0.5299
18357,DB00321,DB01075,0.5517
18358,DB00321,DB01239,0.6777
18359,DB00321,DB01242,0.629
18360,DB00321,DB01623,0.5205
18361,DB00192,DB01151,0.5
18362,DB00192,DB00598,0.5152
18363,DB00192,DB00934,0.5984
18364,DB00192,DB09167,0.5079
18365,DB00950,DB00771,0.5333
18366,DB00950,DB04890,0.5246
18367,DB00950,DB00341,0.5027
18368,DB00950,DB00813,0.5618
18369,DB00950,DB01081,0.5784
18370,DB00950,DB00333,0.5089
18371,DB00508,DB01151,0.5079
18372,DB00508,DB01069,0.629
18373,DB00508,DB00458,0.6406
18374,DB00508,DB00392,0.6
18375,DB00508,DB02266,0.5082
18376,DB00508,DB09167,0.5156
18377,DB00508,DB00680,0.5065
18378,DB00508,DB01239,0.5984
18379,DB00508,DB00433,0.6429
18380,DB00508,DB00477,0.8504
18381,DB00508,DB00902,0.5426
18382,DB00508,DB01242,0.6615
18383,DB00450,DB00502,0.6194
18384,DB00450,DB01184,0.5476
18385,DB00450,DB06077,0.6061
18386,DB01151,DB01069,0.5517
18387,DB01151,DB00458,0.8667
18388,DB01151,DB00934,0.6116
18389,DB01151,DB00392,0.5574
18390,DB01151,DB06148,0.5763
18391,DB01151,DB00726,0.7705
18392,DB01151,DB09167,0.5
18393,DB01151,DB00751,0.5739
18394,DB01151,DB00433,0.5152
18395,DB01151,DB00477,0.5378
18396,DB01151,DB00902,0.562
18397,DB01151,DB01242,0.7213
18398,DB14761,DB09299,0.5263
18399,DB00461,DB11221,0.5306
18400,DB04173,DB02772,0.5435
18401,DB00942,DB00376,0.9764
18402,DB00942,DB00383,0.6567
18403,DB01420,DB00700,0.5325
18404,DB01420,DB12499,0.76
18405,DB01420,DB00351,0.5342
18406,DB01420,DB09124,0.5507
18407,DB01420,DB13954,0.5584
18408,DB01420,DB00378,0.6418
18409,DB01420,DB14543,0.6265
18410,DB01420,DB00421,0.596
18411,DB01420,DB01708,0.5736
18412,DB01420,DB00717,0.5455
18413,DB01420,DB06718,0.5072
18414,DB01420,DB00603,0.589
18415,DB01420,DB13943,0.8333
18416,DB01420,DB00894,0.5455
18417,DB01420,DB14583,0.5278
18418,DB01420,DB01185,0.563
18419,DB01420,DB00769,0.6135
18420,DB11653,DB09099,0.5806
18421,DB11653,DB13985,0.6119
18422,DB11653,DB06791,0.6383
18423,DB11653,DB00626,0.5863
18424,DB06207,DB00706,0.5682
18425,DB00502,DB00645,0.5037
18426,DB00502,DB04890,0.5658
18427,DB00502,DB00913,0.5235
18428,DB00502,DB00341,0.5263
18429,DB00502,DB06077,0.6203
18430,DB01328,DB00447,0.5644
18431,DB01328,DB01139,0.5714
18432,DB01328,DB00567,0.6626
18433,DB01328,DB01112,0.5085
18434,DB01328,DB00689,0.6782
18435,DB01328,DB00274,0.5111
18436,DB01328,DB00948,0.5052
18437,DB01328,DB01140,0.5697
18438,DB06814,DB00598,0.5778
18439,DB06814,DB01288,0.6667
18440,DB06814,DB06707,0.5294
18441,DB13867,DB14649,0.7117
18442,DB13867,DB00838,0.6839
18443,DB13867,DB00240,0.6065
18444,DB13867,DB13158,0.6194
18445,DB13867,DB00324,0.7237
18446,DB13867,DB00620,0.6839
18447,DB13867,DB00596,0.8917
18448,DB13867,DB01234,0.7484
18449,DB13867,DB01260,0.5062
18450,DB13867,DB00860,0.5033
18451,DB13867,DB00959,0.5752
18452,DB13867,DB00588,0.8538
18453,DB13867,DB00591,0.759
18454,DB00467,DB00817,0.5238
18455,DB00467,DB01059,0.8281
18456,DB00467,DB01165,0.5588
18457,DB00467,DB00487,0.6769
18458,DB00183,DB04931,0.5084
18459,DB00183,DB11842,0.5634
18460,DB00183,DB08889,0.5918
18461,DB00183,DB00666,0.5155
18462,DB01011,DB14529,0.5484
18463,DB00771,DB00245,0.5315
18464,DB00771,DB00813,0.527
18465,DB00771,DB01081,0.5057
18466,DB00771,DB01146,0.5401
18467,DB00771,DB00333,0.5612
18468,DB00762,DB01030,0.6411
18469,DB01396,DB00390,0.9276
18470,DB04931,DB01284,0.6962
18471,DB04931,DB11842,0.6492
18472,DB04931,DB13928,0.5027
18473,DB04931,DB00666,0.7169
18474,DB04931,DB06785,0.7094
18475,DB01577,DB00191,0.6557
18476,DB01577,DB01364,0.6562
18477,DB01577,DB00780,0.6333
18478,DB01577,DB01255,0.619
18479,DB01577,DB00217,0.6471
18480,DB01577,DB01576,0.7797
18481,DB01577,DB01626,0.5846
18482,DB01577,DB01247,0.5
18483,DB01577,DB00397,0.5574
18484,DB01577,DB14754,0.6
18485,DB00697,DB00484,0.6186
18486,DB00327,DB00704,0.6565
18487,DB00327,DB01452,0.5441
18488,DB00327,DB00318,0.6016
18489,DB00327,DB06230,0.5954
18490,DB01097,DB02266,0.5421
18491,DB09099,DB13985,0.6221
18492,DB09099,DB06791,0.6517
18493,DB09099,DB00626,0.5473
18494,DB00645,DB09345,0.6504
18495,DB00645,DB13346,0.6038
18496,DB00645,DB00481,0.5625
18497,DB00645,DB06401,0.5031
18498,DB00323,DB11221,0.5
18499,DB00622,DB06712,0.6744
18500,DB00622,DB00270,0.5497
18501,DB00622,DB01023,0.6098
18502,DB00622,DB00393,0.7416
18503,DB00622,DB00401,0.6744
18504,DB04841,DB00341,0.6145
18505,DB04841,DB08936,0.6309
18506,DB14649,DB01410,0.5521
18507,DB14649,DB01130,0.581
18508,DB14649,DB00838,0.557
18509,DB14649,DB00240,0.6329
18510,DB14649,DB13158,0.7468
18511,DB14649,DB14596,0.5614
18512,DB14649,DB00324,0.7097
18513,DB14649,DB00620,0.8101
18514,DB14649,DB00596,0.75
18515,DB14649,DB01234,0.8861
18516,DB14649,DB01260,0.5818
18517,DB14649,DB00860,0.5844
18518,DB14649,DB15566,0.7037
18519,DB14649,DB00959,0.5641
18520,DB14649,DB01185,0.5676
18521,DB14649,DB01222,0.5444
18522,DB14649,DB00588,0.6667
18523,DB14649,DB00769,0.5227
18524,DB14649,DB00591,0.6272
18525,DB04821,DB00934,0.5088
18526,DB04821,DB06148,0.5766
18527,DB04821,DB00751,0.5556
18528,DB04821,DB00370,0.5225
18529,DB04821,DB00902,0.5263
18530,DB00821,DB09214,0.5283
18531,DB00821,DB09213,0.5161
18532,DB00527,DB01035,0.5763
18533,DB00527,DB00608,0.5263
18534,DB14001,DB01022,0.5670000000000001
18535,DB01035,DB02362,0.5946
18536,DB01035,DB09085,0.54
18537,DB01035,DB00281,0.5161
18538,DB01035,DB01032,0.5306
18539,DB00177,DB09292,0.5287
18540,DB00177,DB00275,0.5902
18541,DB01110,DB08604,0.5593
18542,DB11155,DB08604,0.52
18543,DB00700,DB12499,0.5366
18544,DB00700,DB00351,0.5
18545,DB00700,DB09124,0.5
18546,DB00700,DB14543,0.5
18547,DB00700,DB00421,0.6909
18548,DB00700,DB00603,0.5125
18549,DB00700,DB01185,0.5503
18550,DB00700,DB00769,0.5085
18551,DB01601,DB08889,0.5091
18552,DB01601,DB01072,0.5037
18553,DB00245,DB01173,0.528
18554,DB00245,DB00985,0.525
18555,DB00245,DB01075,0.6504
18556,DB00245,DB00813,0.5248
18557,DB00245,DB01146,0.8154
18558,DB00245,DB08936,0.5116
18559,DB00879,DB00709,0.7674
18560,DB00879,DB00322,0.5111
18561,DB00474,DB00312,0.5
18562,DB09292,DB08439,0.5223
18563,DB09292,DB00691,0.5
18564,DB01069,DB00458,0.6102
18565,DB01069,DB00392,0.8667
18566,DB01069,DB01173,0.5439
18567,DB01069,DB00726,0.6833
18568,DB01069,DB09167,0.5593
18569,DB01069,DB01075,0.5179
18570,DB01069,DB01239,0.5299
18571,DB01069,DB00433,0.5385
18572,DB01069,DB00477,0.6667
18573,DB01069,DB00902,0.7227
18574,DB01069,DB01242,0.5
18575,DB01069,DB00333,0.562
18576,DB00684,DB03615,0.8047
18577,DB00684,DB00798,0.5714
18578,DB00684,DB00452,0.6935
18579,DB01410,DB01130,0.6439
18580,DB01410,DB14543,0.5366
18581,DB01410,DB00240,0.5435
18582,DB01410,DB14596,0.6294
18583,DB01410,DB01260,0.7016
18584,DB01410,DB00860,0.6333
18585,DB01410,DB15566,0.6915
18586,DB01410,DB00959,0.5495
18587,DB01410,DB00894,0.5029
18588,DB01410,DB01222,0.7179
18589,DB01410,DB00769,0.5446
18590,DB06712,DB00270,0.6577
18591,DB06712,DB01023,0.5775
18592,DB06712,DB00393,0.8077
18593,DB06712,DB00401,0.6667
18594,DB00191,DB01364,0.5079
18595,DB00191,DB00780,0.6441
18596,DB00191,DB00217,0.597
18597,DB00191,DB01576,0.6897
18598,DB00191,DB01626,0.5938
18599,DB00191,DB00397,0.5333
18600,DB00191,DB14754,0.5507
18601,DB00812,DB03585,0.8507
18602,DB00812,DB00252,0.562
18603,DB00812,DB00925,0.5039
18604,DB00812,DB01075,0.5124
18605,DB00812,DB00349,0.512
18606,DB00812,DB00813,0.518
18607,DB00812,DB07776,0.5172
18608,DB00812,DB00991,0.5077
18609,DB00812,DB00561,0.5405
18610,DB00812,DB00333,0.5077
18611,DB04657,DB01247,0.5053
18612,DB06202,DB00481,0.6283
18613,DB06202,DB12500,0.5178
18614,DB06202,DB06401,0.6289
18615,DB06202,DB06249,0.625
18616,DB05351,DB00338,0.5693
18617,DB03615,DB00798,0.5
18618,DB03615,DB00452,0.8265
18619,DB03615,DB02772,0.5417
18620,DB00598,DB09214,0.5
18621,DB00598,DB01288,0.5625
18622,DB00598,DB01255,0.5167
18623,DB00598,DB01399,0.5
18624,DB00598,DB11221,0.5128
18625,DB00598,DB01036,0.5263
18626,DB00598,DB00938,0.5844
18627,DB00598,DB11071,0.5133
18628,DB01130,DB12499,0.6023
18629,DB01130,DB14543,0.7812
18630,DB01130,DB00240,0.5497
18631,DB01130,DB14596,0.8696
18632,DB01130,DB00620,0.5029
18633,DB01130,DB01234,0.5146
18634,DB01130,DB01260,0.6404
18635,DB01130,DB00860,0.7186
18636,DB01130,DB00603,0.5
18637,DB01130,DB15566,0.7771
18638,DB01130,DB00959,0.6036
18639,DB01130,DB00894,0.5316
18640,DB01130,DB01222,0.6484
18641,DB01130,DB00588,0.5134
18642,DB01130,DB00769,0.6561
18643,DB01184,DB04890,0.5091
18644,DB01184,DB00433,0.5625
18645,DB08439,DB00713,0.52
18646,DB08439,DB01628,0.5429
18647,DB08439,DB01015,0.5
18648,DB08439,DB00991,0.5255
18649,DB08439,DB00533,0.6519
18650,DB01602,DB00447,0.5489999999999999
18651,DB01602,DB00713,0.5976
18652,DB01602,DB00567,0.6013
18653,DB01602,DB00739,0.525
18654,DB01602,DB00689,0.6341
18655,DB01602,DB01061,0.6514
18656,DB01602,DB00948,0.6304
18657,DB01602,DB01607,0.5974
18658,DB12499,DB00351,0.6538
18659,DB12499,DB09124,0.5811
18660,DB12499,DB00378,0.5417
18661,DB12499,DB14543,0.7386
18662,DB12499,DB00421,0.6211
18663,DB12499,DB14596,0.5714
18664,DB12499,DB01708,0.5324
18665,DB12499,DB00860,0.5563
18666,DB12499,DB00717,0.5352
18667,DB12499,DB06718,0.5
18668,DB12499,DB00603,0.7051
18669,DB12499,DB13943,0.6506
18670,DB12499,DB15566,0.5535
18671,DB12499,DB00894,0.507
18672,DB12499,DB14583,0.5584
18673,DB12499,DB01185,0.5655
18674,DB12499,DB00769,0.6705
18675,DB09214,DB02266,0.5
18676,DB09214,DB13166,0.5333
18677,DB09214,DB01399,0.5472
18678,DB09214,DB00465,0.6168
18679,DB09214,DB06274,0.5
18680,DB09214,DB01600,0.7573
18681,DB09214,DB05015,0.5217
18682,DB09214,DB00784,0.5049
18683,DB09214,DB11071,0.5455
18684,DB09324,DB01606,0.6957
18685,DB02362,DB00259,0.6071
18686,DB02362,DB00936,0.5185
18687,DB02362,DB01032,0.5385
18688,DB00458,DB00934,0.5041
18689,DB00458,DB00392,0.5806
18690,DB00458,DB01173,0.5593
18691,DB00458,DB06148,0.5667
18692,DB00458,DB00726,0.8387
18693,DB00458,DB09167,0.6066
18694,DB00458,DB00751,0.5641
18695,DB00458,DB01075,0.5517
18696,DB00458,DB00433,0.5075
18697,DB00458,DB00477,0.6777
18698,DB00458,DB00902,0.5528
18699,DB00458,DB01242,0.8548
18700,DB00709,DB00441,0.6444
18701,DB00441,DB15694,0.6042
18702,DB00351,DB09124,0.8611
18703,DB00351,DB00378,0.6
18704,DB00351,DB14543,0.5465
18705,DB00351,DB00421,0.586
18706,DB00351,DB00603,0.8026
18707,DB00351,DB15566,0.5032
18708,DB00351,DB14583,0.5867
18709,DB00351,DB00769,0.5207
18710,DB00874,DB09185,0.5169
18711,DB00874,DB00423,0.7907
18712,DB00874,DB01359,0.5306
18713,DB00392,DB01173,0.5
18714,DB00392,DB00726,0.6349
18715,DB00392,DB00925,0.5
18716,DB00392,DB09167,0.5161
18717,DB00392,DB00433,0.5441
18718,DB00392,DB00477,0.6341
18719,DB00392,DB00902,0.688
18720,DB00392,DB00333,0.5039
18721,DB06766,DB00920,0.6718
18722,DB06766,DB06153,0.7132
18723,DB03585,DB00349,0.5197
18724,DB13155,DB04703,0.5217
18725,DB13155,DB09038,0.5195
18726,DB13155,DB09121,0.5
18727,DB00270,DB01023,0.7092
18728,DB00270,DB00393,0.6709999999999999
18729,DB00270,DB00401,0.698
18730,DB01173,DB06691,0.5128
18731,DB01173,DB00726,0.55
18732,DB01173,DB00675,0.5797
18733,DB01173,DB00405,0.5405
18734,DB01173,DB00835,0.5405
18735,DB01173,DB00925,0.5424
18736,DB01173,DB00985,0.6577
18737,DB01173,DB09167,0.5593
18738,DB01173,DB01075,0.8393
18739,DB01173,DB08903,0.5276
18740,DB01173,DB01036,0.5528
18741,DB01173,DB00539,0.5532
18742,DB01173,DB01146,0.5546
18743,DB01173,DB00333,0.562
18744,DB01173,DB11071,0.5243
18745,DB09256,DB13421,0.5
18746,DB09256,DB00322,0.6588
18747,DB09256,DB01265,0.5176
18748,DB09256,DB00432,0.5
18749,DB09555,DB06691,0.5075
18750,DB09555,DB04890,0.5789
18751,DB09555,DB00405,0.75
18752,DB09555,DB00835,0.75
18753,DB00131,DB06441,0.5222
18754,DB00131,DB12153,0.5241
18755,DB00131,DB03147,0.5769
18756,DB00131,DB00118,0.7153
18757,DB00131,DB01073,0.6779999999999999
18758,DB08329,DB06795,0.5679
18759,DB08329,DB00839,0.5185
18760,DB08329,DB00259,0.5897
18761,DB01284,DB13928,0.6496
18762,DB01284,DB00666,0.5349
18763,DB01284,DB06785,0.5405
18764,DB00129,DB06243,0.5660000000000001
18765,DB00129,DB00142,0.625
18766,DB00129,DB00151,0.6
18767,DB00129,DB02530,0.6341
18768,DB00129,DB00123,0.898
18769,DB06210,DB09280,0.5109
18770,DB01364,DB00217,0.5143
18771,DB01364,DB01576,0.5574
18772,DB01364,DB00397,0.7937
18773,DB13985,DB06791,0.7368
18774,DB13985,DB00626,0.5435
18775,DB00447,DB00567,0.7879
18776,DB00447,DB00689,0.7273
18777,DB00447,DB01061,0.5325
18778,DB00447,DB00948,0.5031
18779,DB00447,DB01140,0.6418
18780,DB00404,DB00683,0.7231
18781,DB00404,DB00690,0.5857
18782,DB00404,DB00349,0.5691
18783,DB00404,DB00231,0.6992
18784,DB00404,DB01589,0.6015
18785,DB00404,DB01544,0.5469
18786,DB00404,DB01595,0.5968
18787,DB12329,DB00595,0.5567
18788,DB12329,DB09093,0.6289
18789,DB01299,DB00250,0.5143
18790,DB01299,DB00259,0.5517
18791,DB01299,DB06821,0.7207
18792,DB01299,DB01015,0.6476
18793,DB01299,DB01298,0.6018
18794,DB00704,DB06230,0.9155
18795,DB09124,DB00378,0.6364
18796,DB09124,DB00421,0.604
18797,DB09124,DB00603,0.6528
18798,DB09124,DB14583,0.507
18799,DB09124,DB01185,0.5414
18800,DB11275,DB00248,0.5048
18801,DB00838,DB00240,0.5867
18802,DB00838,DB13158,0.5333
18803,DB00838,DB00324,0.6122
18804,DB00838,DB00620,0.5867
18805,DB00838,DB00596,0.7105
18806,DB00838,DB01234,0.6133
18807,DB00838,DB01260,0.5223
18808,DB00838,DB00860,0.5205
18809,DB00838,DB00959,0.5946
18810,DB00838,DB01222,0.5217
18811,DB00838,DB00588,0.6265
18812,DB00838,DB00591,0.6708
18813,DB01401,DB01399,0.5263
18814,DB06772,DB01229,0.8084
18815,DB00188,DB04820,0.507
18816,DB13501,DB01399,0.5263
18817,DB13501,DB00925,0.5246
18818,DB13501,DB00813,0.5075
18819,DB13501,DB07776,0.5405
18820,DB13501,DB00991,0.5760000000000001
18821,DB13501,DB11071,0.5794
18822,DB09050,DB14879,0.6332
18823,DB01139,DB00567,0.5833
18824,DB01139,DB01112,0.6582
18825,DB01139,DB00689,0.7484
18826,DB01139,DB01140,0.5753
18827,DB00713,DB00567,0.5455
18828,DB00713,DB00739,0.6267
18829,DB00713,DB01061,0.6545
18830,DB00713,DB00948,0.6322
18831,DB00713,DB01607,0.6111
18832,DB13421,DB00322,0.8421
18833,DB13421,DB01265,0.8632
18834,DB13421,DB00432,0.7843
18835,DB00348,DB00499,0.5091
